,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
642,single,1st phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",133.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,12.7,3.7,-1.7,Graduate
643,single,2nd phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",116.0,yes,no,no,yes,female,yes,18.0,no,0.0,6.0,6.0,5.0,13.333333333333334,0.0,0.0,6.0,7.0,6.0,12.714285714285714,0.0,13.9,-0.3,0.79,Graduate
644,single,2nd phase - general contingent,2.0,Journalism and Communication,daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,119.0,yes,no,no,yes,female,yes,19.0,no,0.0,6.0,7.349473483714728,5.0,11.2,0.0,0.0,6.0,11.0,4.0,12.0,0.0,15.5,2.8,-4.06,Graduate
645,married,Holders of other higher courses,1.0,Agronomy,daytime,Higher education - bachelor's degree,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120.0,no,no,no,yes,male,no,43.0,no,12.0,18.0,22.0,18.0,11.666666666666666,1.0,12.0,13.0,13.0,12.0,11.5,1.0,15.5,2.8,-0.08006514178705189,Graduate
646,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,117.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,111.0,yes,no,no,yes,female,no,22.0,no,0.0,6.0,7.0,5.0,10.2,0.0,0.0,6.0,12.0,4.0,11.5,0.0,7.6,2.6,0.32,Graduate
647,single,1st phase - general contingent,4.0,Social Service,daytime,Secondary education,158.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,157.0,yes,no,no,yes,female,no,21.0,no,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,10.8,1.4,1.74,Graduate
648,single,2nd phase - general contingent,3.0,Management,daytime,Secondary education,133.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",132.0,yes,no,no,yes,female,yes,18.0,no,0.0,5.0,9.0,2.0,11.5,0.0,0.0,5.9343089774211855,6.0,5.0,11.4,0.0,10.8,1.4,-0.08006514178705189,Enrolled
649,single,1st phase - general contingent,2.0,Nursing,daytime,Secondary education,141.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",126.0,yes,no,no,yes,female,no,18.0,no,0.0,7.0,8.0,7.0,13.925714285714283,0.0,0.0,8.0,8.0,7.0,13.925714285714283,0.0,11.51991535071858,2.6,0.32,Graduate
650,single,1st phase - general contingent,1.0,Management,daytime,Secondary education,127.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,118.0,no,no,no,no,male,no,29.0,no,0.0,5.0,17.0,2.0,10.5,0.0,0.0,5.0,14.0,3.0,12.333333333333334,0.0,10.8,1.4,1.74,Dropout
651,single,Technological specialization diploma holders,1.0,Veterinary Nursing,daytime,Technological specialization course,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140.0,yes,no,no,yes,male,no,20.0,no,0.0,5.0,12.0,3.0,12.0,0.0,0.0,5.0,11.0,4.0,12.0,0.0,12.7,3.7,-1.7,Enrolled
652,single,2nd phase - general contingent,1.0,Advertising and Marketing Management,daytime,Secondary education,141.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",125.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,7.0,6.0,13.833333333333334,0.0,0.0,6.0,7.0,5.0,13.4,0.0,11.1,0.6,2.02,Graduate
653,single,Over 23 years old,1.0,Agronomy,daytime,Secondary education,133.1,Spanish,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,100.0,no,no,yes,no,male,no,28.0,yes,0.0,6.0,7.0,0.0,0.0,0.05818361408473264,0.0,6.0,7.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
654,single,1st phase - general contingent,2.0,Nursing,daytime,Secondary education,135.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",126.0,yes,no,no,yes,female,no,18.0,no,0.0,7.0,7.0,7.0,13.411111111111111,0.0,0.0,8.0,9.0,8.0,9.626998241540127,0.0,16.2,0.3,-0.92,Graduate
655,single,Technological specialization diploma holders,1.0,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,140.0,no,no,no,yes,male,no,25.0,no,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,7.0,2.0,13.5,0.0,11.51991535071858,1.4,3.51,Dropout
656,married,Over 23 years old,1.0,Veterinary Nursing,daytime,12th year of schooling - not completed,133.1,Portuguese,Unknown,Unknown,Student,Student,140.0,no,no,no,yes,female,no,28.0,no,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
657,single,2nd phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,136.0,yes,no,no,yes,female,yes,21.0,no,0.0,6.0,6.0,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6.0,14.0,0.0,16.2,0.3,-0.92,Graduate
658,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,142.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,131.0,yes,no,no,yes,female,yes,20.0,no,0.0,8.0,8.0,7.0,12.82875,0.0,0.0,8.0,8.0,7.0,12.82875,0.0,10.8,1.4,1.74,Graduate
659,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,131.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,118.0,yes,no,no,yes,female,yes,18.0,no,0.0,6.0,6.0,6.0,11.333333333333334,0.0,0.0,6.0,10.0,6.0,11.5,0.0,9.4,-0.8,-3.12,Graduate
660,married,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,113.0,no,no,no,yes,female,no,28.0,no,0.0,5.0,12.0,1.0,10.0,0.0,0.0,5.0,10.0,2.0,11.0,0.0,12.4,0.5,1.79,Dropout
661,single,1st phase - general contingent,1.0,Tourism,daytime,Secondary education,126.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,116.0,no,no,no,yes,female,yes,18.0,no,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,7.0,6.0,12.166666666666666,0.0,12.4,0.5,1.79,Enrolled
662,single,Over 23 years old,1.0,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",120.0,yes,no,no,yes,female,no,24.0,no,0.0,5.0,14.0,3.0,12.0,1.0,0.0,5.0,9.0,3.0,10.333333333333334,0.0,9.4,-0.8,-3.12,Enrolled
663,single,Holders of other higher courses,1.0,Tourism,daytime,Higher education - degree,130.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",130.0,yes,no,no,no,female,no,27.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
664,married,Over 23 years old,1.0,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,120.0,no,no,no,yes,male,no,38.0,no,0.0,7.0,10.0,5.0,12.0,0.0,0.0,7.0,13.0,5.0,12.583333333333334,0.0,16.2,1.2298957284038008,-0.92,Dropout
665,single,1st phase - general contingent,2.0,Social Service,daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,116.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,8.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,10.8,1.4,1.74,Graduate
666,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,122.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",114.0,no,no,no,yes,female,yes,18.0,no,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6.0,13.0,0.0,12.4,0.5,1.79,Graduate
667,single,2nd phase - general contingent,1.0,Social Service,daytime,Secondary education,118.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,110.0,yes,no,no,yes,female,no,21.0,no,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,7.0,6.0,14.428571428571429,0.0,12.4,0.5,1.79,Graduate
668,single,Change of course,1.0,Management,daytime,Secondary education,137.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",134.0,yes,no,no,yes,male,no,19.0,no,0.0,5.0,11.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,13.25,2.0,16.2,1.2298957284038008,-0.92,Enrolled
669,single,Technological specialization diploma holders,1.0,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140.0,yes,no,no,yes,female,yes,20.0,no,0.0,6.0,9.0,6.0,12.333333333333334,0.0,0.0,6.0,13.0,5.0,12.2,0.06184842133729971,13.9,-0.3,0.79,Graduate
670,single,Over 23 years old,1.0,Nursing,daytime,Secondary education,110.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",133.0,no,no,no,yes,male,no,34.0,no,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
671,single,1st phase - general contingent,1.0,Advertising and Marketing Management,daytime,Secondary education,123.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",121.0,no,no,no,yes,female,no,19.0,no,0.0,6.0,7.0,6.0,14.714285714285714,0.0,0.0,6.0,6.0,6.0,15.833333333333334,0.0,8.9,1.4,3.51,Graduate
672,single,1st phase - general contingent,2.0,Nursing,daytime,Secondary education,149.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,137.0,yes,no,no,yes,female,yes,18.0,no,0.0,8.0,8.0,7.0,13.0,0.0,0.0,8.0,8.0,7.0,13.0,0.0,12.7,3.7,-1.7,Graduate
673,single,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,100.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",116.0,yes,no,no,no,female,no,38.0,no,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
674,single,Over 23 years old,1.0,Agronomy,daytime,Secondary education,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",126.0,no,no,no,yes,male,no,25.0,no,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
675,single,2nd phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,130.0,yes,no,no,yes,female,yes,20.0,no,0.1882140226344338,6.0,6.0,6.0,16.0,0.0,0.0,6.0,6.0,5.0,16.0,0.0,10.8,1.4,1.74,Graduate
676,single,Over 23 years old,1.0,Informatics Engineering,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,121.0,yes,no,no,yes,male,no,28.0,no,0.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,11.0,0.0,7.6,2.6,0.32,Enrolled
677,single,1st phase - general contingent,4.0,Nursing,daytime,Secondary education,118.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,113.0,yes,no,no,yes,female,yes,19.0,no,0.0,7.0,12.0,4.0,12.95,0.0,0.0,8.0,10.0,7.0,11.95,0.0,12.4,1.2298957284038008,1.79,Graduate
678,single,1st phase - general contingent,1.0,Basic Education,daytime,Secondary education,141.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",137.0,no,no,no,yes,female,yes,19.0,no,0.0,6.0,8.0,4.0,11.0,0.0,0.0,6.0,10.0,4.0,12.5,0.0,7.6,2.6,0.32,Dropout
679,single,Transfer,1.0,Nursing,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,100.0,yes,no,no,yes,female,yes,19.0,no,0.0,8.0,8.0,7.0,13.058571428571428,0.0,0.0,8.0,8.0,7.0,13.058571428571428,0.0,10.8,1.4,1.74,Graduate
680,single,Transfer,1.0,Communication Design,daytime,Secondary education,122.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,128.0,no,no,no,yes,female,yes,21.0,no,4.0,8.0,8.0,7.0,13.285714285714286,0.0,2.0,6.0,6.0,6.0,12.5,0.0,12.7,3.7,-1.7,Graduate
681,single,1st phase - general contingent,2.0,Nursing,daytime,Secondary education,124.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,118.0,no,no,no,yes,female,no,20.0,no,0.0,7.0,7.0,6.0,12.2,0.0,0.0,7.0,7.0,6.0,12.2,0.0,7.6,2.6,0.32,Graduate
682,single,Change of course,1.0,Nursing,daytime,Secondary education,118.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,118.0,yes,no,no,yes,female,no,20.0,no,0.0,8.0,8.0,7.0,13.485714285714284,0.0,0.0,8.0,8.0,7.0,13.485714285714284,0.0,12.7,3.7,-1.7,Graduate
683,single,Over 23 years old,1.0,Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",100.0,no,no,no,yes,female,no,36.0,no,0.0,5.0,16.0,1.0,10.0,0.0,0.0,5.0,8.0,2.0,10.0,2.0,8.9,1.4,3.51,Dropout
684,single,1st phase - general contingent,1.0,Animation and Multimedia Design,daytime,Secondary education,141.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,128.0,no,no,no,no,male,no,18.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06184842133729971,15.5,2.8,-4.06,Dropout
685,single,2nd phase - general contingent,2.0,Tourism,daytime,Secondary education,118.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,123.0,yes,no,no,yes,female,no,22.0,no,0.0,6.0,9.0,4.0,12.25,0.05818361408473264,0.0,6.0,12.0,3.0,9.626998241540127,0.0,9.4,-0.8,-3.12,Enrolled
686,single,1st phase - general contingent,2.0,Nursing,daytime,Secondary education,135.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,121.0,yes,no,no,yes,female,no,18.0,no,0.0,8.0,8.0,8.0,14.98375,0.0,0.0,8.0,8.0,8.0,14.98375,0.0,9.4,-0.8,-3.12,Graduate
687,single,1st phase - general contingent,3.0,Management,daytime,Secondary education,114.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,109.0,no,no,no,yes,male,no,19.0,no,0.0,5.0,10.0,4.0,11.5,1.0,0.0,5.0,8.0,3.0,9.626998241540127,0.0,9.4,-0.8,-3.12,Enrolled
688,single,1st phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,156.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,140.0,yes,no,no,yes,female,no,18.0,no,0.0,5.0,6.0,4.0,13.5,1.0,0.0,5.0,5.0,5.0,15.4,0.0,11.51991535071858,3.7,-1.7,Graduate
689,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,117.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",109.0,no,no,no,yes,female,yes,19.0,no,0.0,6.0,8.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6.0,13.5,0.0,16.2,0.3,-0.92,Graduate
690,single,2nd phase - general contingent,2.0,Journalism and Communication,daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,113.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,6.0,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,8.9,1.4,3.51,Graduate
